--- C:/Users/SazonovEO/AppData/Local/Temp/kMqkWa_Well.dat	Tue Oct 21 12:38:38 2014
+++ D:/BN_work/10_2014/Troickoe_120RTM_CVI_CT/GEO_0920/Well.dat	Tue Oct 21 12:01:09 2014
@@ -12819 +12819,215 @@
 3425.9867231	6258.7096014	1104.6507880	1830.0000000 ;
+
+welltrack '2519G'
+3663.000000	8088.000000	-277.960000	10.000000
+3663.000000	8088.000000	-267.960000	20.000000
+3663.000000	8088.000000	-257.960000	30.000000
+3663.100000	8087.900000	-247.960000	40.000000
+3663.100000	8087.900000	-237.960000	50.000000
+3663.100000	8087.800000	-227.960000	60.000000
+3663.100000	8087.700000	-217.960000	70.000000
+3663.100000	8087.700000	-207.960000	80.000000
+3663.100000	8087.600000	-197.960000	90.000000
+3663.100000	8087.600000	-187.960000	100.000000
+3663.100000	8087.500000	-177.960000	110.000000
+3663.100000	8087.400000	-167.960000	120.000000
+3663.100000	8087.300000	-157.960000	130.000000
+3663.100000	8087.200000	-147.960000	140.000000
+3663.100000	8087.100000	-137.960000	150.000000
+3663.100000	8087.000000	-127.960000	160.000000
+3663.100000	8086.900000	-117.960000	170.000000
+3663.100000	8086.800000	-107.970000	180.000000
+3663.100000	8086.700000	-97.970000	190.000000
+3663.000000	8086.500000	-87.970000	200.000000
+3663.000000	8086.400000	-77.970000	210.000000
+3663.000000	8086.200000	-67.970000	220.000000
+3662.900000	8086.100000	-57.970000	230.000000
+3662.800000	8085.900000	-47.970000	240.000000
+3662.700000	8085.700000	-37.980000	250.000000
+3662.600000	8085.400000	-27.980000	260.000000
+3662.500000	8085.100000	-17.980000	270.000000
+3662.400000	8084.700000	-7.990000	280.000000
+3662.200000	8084.100000	1.990000	290.000000
+3662.000000	8083.300000	11.950000	300.000000
+3661.800000	8082.500000	21.910000	310.000000
+3661.600000	8081.500000	31.870000	320.000000
+3661.400000	8080.400000	41.810000	330.000000
+3661.200000	8079.100000	51.720000	340.000000
+3661.000000	8077.700000	61.620000	350.000000
+3660.800000	8076.100000	71.480000	360.000000
+3660.600000	8074.300000	81.310000	370.000000
+3660.600000	8072.300000	91.120000	380.000000
+3660.500000	8070.100000	100.880000	390.000000
+3660.400000	8067.800000	110.590000	400.000000
+3660.200000	8065.200000	120.250000	410.000000
+3660.000000	8062.400000	129.850000	420.000000
+3659.600000	8059.500000	139.420000	430.000000
+3659.300000	8056.500000	148.930000	440.000000
+3658.800000	8053.300000	158.410000	450.000000
+3658.400000	8050.000000	167.850000	460.000000
+3658.000000	8046.700000	177.290000	470.000000
+3657.800000	8043.500000	186.730000	480.000000
+3657.600000	8040.100000	196.160000	490.000000
+3657.400000	8036.800000	205.580000	500.000000
+3657.200000	8033.400000	214.980000	510.000000
+3657.100000	8030.000000	224.390000	520.000000
+3657.100000	8026.600000	233.810000	530.000000
+3657.300000	8023.400000	243.260000	540.000000
+3657.400000	8020.200000	252.740000	550.000000
+3657.500000	8017.000000	262.210000	560.000000
+3657.600000	8013.800000	271.680000	570.000000
+3657.700000	8010.500000	281.140000	580.000000
+3657.800000	8007.300000	290.610000	590.000000
+3658.000000	8004.100000	300.090000	600.000000
+3658.100000	8001.000000	309.590000	610.000000
+3658.100000	7997.900000	319.090000	620.000000
+3658.100000	7994.700000	328.570000	630.000000
+3658.000000	7991.500000	338.030000	640.000000
+3657.800000	7988.300000	347.510000	650.000000
+3657.600000	7985.100000	356.990000	660.000000
+3657.400000	7981.900000	366.460000	670.000000
+3657.200000	7978.700000	375.930000	680.000000
+3657.000000	7975.500000	385.390000	690.000000
+3656.700000	7972.200000	394.840000	700.000000
+3656.600000	7968.900000	404.280000	710.000000
+3656.400000	7965.700000	413.730000	720.000000
+3656.300000	7962.400000	423.180000	730.000000
+3656.100000	7959.100000	432.620000	740.000000
+3656.000000	7955.800000	442.070000	750.000000
+3655.900000	7952.800000	451.610000	760.000000
+3655.600000	7950.300000	461.280000	770.000000
+3655.200000	7948.100000	471.020000	780.000000
+3654.400000	7945.800000	480.740000	790.000000
+3653.400000	7943.400000	490.390000	800.000000
+3652.400000	7940.900000	500.020000	810.000000
+3651.500000	7938.300000	509.630000	820.000000
+3650.700000	7935.600000	519.230000	830.000000
+3650.000000	7932.900000	528.840000	840.000000
+3649.400000	7930.300000	538.460000	850.000000
+3648.800000	7927.500000	548.060000	860.000000
+3648.300000	7924.700000	557.630000	870.000000
+3647.800000	7921.700000	567.150000	880.000000
+3647.300000	7918.500000	576.620000	890.000000
+3646.700000	7915.100000	586.010000	900.000000
+3646.200000	7911.600000	595.360000	910.000000
+3645.700000	7908.100000	604.720000	920.000000
+3645.500000	7904.900000	614.180000	930.000000
+3645.600000	7901.900000	623.710000	940.000000
+3646.100000	7898.800000	633.220000	950.000000
+3646.700000	7895.600000	642.650000	960.000000
+3647.600000	7892.000000	651.950000	970.000000
+3648.600000	7888.000000	661.060000	980.000000
+3649.700000	7883.700000	670.030000	990.000000
+3650.800000	7879.200000	678.870000	1000.000000
+3651.900000	7874.300000	687.560000	1010.000000
+3653.000000	7869.300000	696.130000	1020.000000
+3654.000000	7864.200000	704.640000	1030.000000
+3655.200000	7859.000000	713.130000	1040.000000
+3656.300000	7853.800000	721.610000	1050.000000
+3657.600000	7848.500000	729.980000	1060.000000
+3659.100000	7843.000000	738.200000	1070.000000
+3660.900000	7837.300000	746.250000	1080.000000
+3662.900000	7831.600000	754.150000	1090.000000
+3665.100000	7825.600000	761.880000	1100.000000
+3667.500000	7819.600000	769.510000	1110.000000
+3669.800000	7813.600000	777.160000	1120.000000
+3672.200000	7807.600000	784.800000	1130.000000
+3674.600000	7801.600000	792.430000	1140.000000
+3677.000000	7795.600000	800.040000	1150.000000
+3679.400000	7789.500000	807.620000	1160.000000
+3681.900000	7783.500000	815.220000	1170.000000
+3684.400000	7777.500000	822.820000	1180.000000
+3686.800000	7771.500000	830.430000	1190.000000
+3689.300000	7765.500000	838.030000	1200.000000
+3691.800000	7759.400000	845.590000	1210.000000
+3694.300000	7753.400000	853.130000	1220.000000
+3696.700000	7747.300000	860.690000	1230.000000
+3699.100000	7741.200000	868.270000	1240.000000
+3701.500000	7735.100000	875.830000	1250.000000
+3704.000000	7729.000000	883.360000	1260.000000
+3706.600000	7722.900000	890.810000	1270.000000
+3709.400000	7716.700000	898.130000	1280.000000
+3712.300000	7710.300000	905.240000	1290.000000
+3715.300000	7703.600000	912.070000	1300.000000
+3718.500000	7696.700000	918.600000	1310.000000
+3721.800000	7689.700000	924.870000	1320.000000
+3725.100000	7682.400000	930.870000	1330.000000
+3728.400000	7674.900000	936.600000	1340.000000
+3731.800000	7667.300000	942.100000	1350.000000
+3735.300000	7659.600000	947.440000	1360.000000
+3738.800000	7651.800000	952.660000	1370.000000
+3742.300000	7643.900000	957.760000	1380.000000
+3745.900000	7636.100000	962.790000	1390.000000
+3749.800000	7628.300000	967.790000	1400.000000
+3753.700000	7620.600000	972.760000	1410.000000
+3757.600000	7612.800000	977.710000	1420.000000
+3761.400000	7605.000000	982.630000	1430.000000
+3765.200000	7597.200000	987.520000	1440.000000
+3769.000000	7589.300000	992.410000	1450.000000
+3772.700000	7581.300000	997.200000	1460.000000
+3776.400000	7573.200000	1001.780000	1470.000000
+3780.000000	7565.000000	1006.210000	1480.000000
+3783.600000	7556.800000	1010.530000	1490.000000
+3787.100000	7548.500000	1014.800000	1500.000000
+3790.700000	7540.100000	1019.030000	1510.000000
+3794.300000	7531.800000	1023.220000	1520.000000
+3797.800000	7523.400000	1027.330000	1530.000000
+3801.400000	7514.900000	1031.350000	1540.000000
+3805.000000	7506.500000	1035.270000	1550.000000
+3808.600000	7498.000000	1039.110000	1560.000000
+3812.200000	7489.400000	1042.820000	1570.000000
+3815.800000	7480.800000	1046.370000	1580.000000
+3819.500000	7472.100000	1049.810000	1590.000000
+3823.100000	7463.500000	1053.130000	1600.000000
+3826.800000	7454.700000	1056.340000	1610.000000
+3830.700000	7446.000000	1059.440000	1620.000000
+3834.600000	7437.400000	1062.430000	1630.000000
+3838.700000	7428.700000	1065.290000	1640.000000
+3842.900000	7420.000000	1067.970000	1650.000000
+3847.100000	7411.300000	1070.410000	1660.000000
+3851.300000	7402.500000	1072.570000	1670.000000
+3855.500000	7393.600000	1074.500000	1680.000000
+3859.700000	7384.700000	1076.340000	1690.000000
+3864.000000	7375.900000	1078.130000	1700.000000
+3868.300000	7367.000000	1079.870000	1710.000000
+3872.700000	7358.200000	1081.500000	1720.000000
+3877.100000	7349.300000	1083.020000	1730.000000
+3881.500000	7340.500000	1084.450000	1740.000000
+3886.000000	7331.600000	1085.770000	1750.000000
+3890.400000	7322.700000	1087.010000	1760.000000
+3894.800000	7313.800000	1088.160000	1770.000000
