2659	7400	1
5003	6035	1
3876	6689	1
2007	7926	1
5105	8184	1
4256	6712	10
3537	6481	1
4412	7022	1
3477	5901	1
4042	5908	1
4051	6218	1
2689	5636	1
2752	7047	1
3907	7352	1
3628	7148	1
3070	7569	1
3442	6490	1
3433	6049	1
3142	7118	1
4214	7242	1
3969	7023	1
4186	6831	1
4102	6397	1
3851	6364	1
3565	6779	1
4495	7015	1
4562	6708	1
4455	6357	1
4239	6059	1
3825	5961	1
3689	5815	1
3862	6063	1
3616	6024	10
4268	7244	1
3376	6754	1
3697	7244	1
4139	6458	1
4109	6954	1
3841	6968	1
3957	6742	1
3525	6950	1
3622	5578	1
3931	5508	1
3829	6504	10
2134	6822	1
1914.72	8575	1
1964.87	8574.93	1
2015.02	8574.87	1
2065.18	8574.8	1
2115.33	8574.74	1
2165.48	8574.67	1
2215.63	8574.61	1
2265.78	8574.54	1
2315.93	8574.48	1
2366.08	8574.41	1
2416.23	8574.35	1
2466.39	8574.28	1
2516.54	8574.22	1
2566.69	8574.15	1
2616.84	8574.09	1
2666.99	8574.03	1
2717.14	8573.96	1
2767.29	8573.9	1
2817.44	8573.83	1
2867.59	8573.77	1
2917.75	8573.7	1
2967.9	8573.64	1
3018.05	8573.57	1
3068.2	8573.51	1
3118.35	8573.44	1
3168.5	8573.38	1
3218.65	8573.31	1
3268.8	8573.25	1
3318.95	8573.19	1
3369.11	8573.12	1
3419.26	8573.06	1
3469.41	8572.99	1
3519.56	8572.93	1
3569.71	8572.86	1
3619.86	8572.8	1
3670.01	8572.73	1
3720.16	8572.67	1
3770.32	8572.6	1
3820.47	8572.54	1
3870.62	8572.47	1
3920.77	8572.41	1
3970.92	8572.35	1
4021.07	8572.28	1
4071.22	8572.22	1
4121.37	8572.15	1
4171.52	8572.09	1
4221.68	8572.02	1
4271.83	8571.96	1
4321.98	8571.89	1
4372.13	8571.83	1
4422.28	8571.76	1
4472.43	8571.7	1
4522.58	8571.63	1
4572.73	8571.57	1
4622.89	8571.51	1
4673.04	8571.44	1
4723.19	8571.38	1
4773.34	8571.31	1
4823.49	8571.25	1
4873.64	8571.18	1
4923.79	8571.12	1
4973.94	8571.05	1
5024.09	8570.99	1
5074.25	8570.92	1
5124.4	8570.86	1
5174.55	8570.79	1
5224.7	8570.73	1
5274.85	8570.67	1
5319.84	8565.44	1
5319.89	8515.29	1
5319.95	8465.13	1
5320	8414.98	1
5320.06	8364.83	1
5320.11	8314.68	1
5320.17	8264.53	1
5320.23	8214.38	1
5320.28	8164.23	1
5320.34	8114.08	1
5320.39	8063.93	1
5320.45	8013.77	1
5320.5	7963.62	1
5320.56	7913.47	1
5320.61	7863.32	1
5320.67	7813.17	1
5320.72	7763.02	1
5320.78	7712.87	1
5320.83	7662.72	1
5320.89	7612.56	1
5320.95	7562.41	1
5321	7512.26	1
5321.06	7462.11	1
5321.11	7411.96	1
5321.17	7361.81	1
5321.22	7311.66	1
5321.28	7261.51	1
5321.33	7211.36	1
5321.39	7161.2	1
5321.44	7111.05	1
5321.5	7060.9	1
5321.56	7010.75	1
5321.61	6960.6	1
5321.67	6910.45	1
5321.72	6860.3	1
5321.78	6810.15	1
5321.83	6759.99	1
5321.89	6709.84	1
5321.94	6659.69	1
5322	6609.54	1
5322.05	6559.39	1
5322.11	6509.24	1
5322.17	6459.09	1
5322.22	6408.94	1
5322.28	6358.79	1
5322.33	6308.63	1
5322.39	6258.48	1
5322.44	6208.33	1
5322.5	6158.18	1
5322.55	6108.03	1
5322.61	6057.88	1
5322.66	6007.73	1
5322.72	5957.58	1
5322.77	5907.43	1
5322.83	5857.27	1
5322.89	5807.12	1
5322.94	5756.97	1
5323	5706.82	1
5323.05	5656.67	1
5323.11	5606.52	1
5323.16	5556.37	1
5323.22	5506.22	1
5323.27	5456.06	1
5323.33	5405.91	1
5323.38	5355.76	1
5323.44	5305.61	1
5323.5	5255.46	1
5323.55	5205.31	1
5323.61	5155.16	1
5323.66	5105.01	1
5323.72	5054.86	1
5323.77	5004.7	1
5323.83	4954.55	1
5323.88	4904.4	1
5275.92	4902.34	1
5225.77	4902.46	1
5175.62	4902.59	1
5125.47	4902.72	1
5075.32	4902.85	1
5025.17	4902.98	1
4975.02	4903.11	1
4924.87	4903.24	1
4874.72	4903.37	1
4824.57	4903.5	1
4774.41	4903.63	1
4724.26	4903.76	1
4674.11	4903.89	1
4623.96	4904.02	1
4573.81	4904.14	1
4523.66	4904.27	1
4473.51	4904.4	1
4423.36	4904.53	1
4373.21	4904.66	1
4323.06	4904.79	1
4272.9	4904.92	1
4222.75	4905.05	1
4172.6	4905.18	1
4122.45	4905.31	1
4072.3	4905.44	1
4022.15	4905.57	1
3972	4905.7	1
3921.85	4905.83	1
3871.7	4905.95	1
3821.54	4906.08	1
3771.39	4906.21	1
3721.24	4906.34	1
3671.09	4906.47	1
3620.94	4906.6	1
3570.79	4906.73	1
3520.64	4906.86	1
3470.49	4906.99	1
3420.34	4907.12	1
3370.19	4907.25	1
3320.03	4907.38	1
3269.88	4907.51	1
3219.73	4907.63	1
3169.58	4907.76	1
3119.43	4907.89	1
3069.28	4908.02	1
3019.13	4908.15	1
2968.98	4908.28	1
2918.83	4908.41	1
2868.68	4908.54	1
2818.52	4908.67	1
2768.37	4908.8	1
2718.22	4908.93	1
2668.07	4909.06	1
2617.92	4909.19	1
2567.77	4909.31	1
2517.62	4909.44	1
2467.47	4909.57	1
2417.32	4909.7	1
2367.16	4909.83	1
2317.01	4909.96	1
2266.86	4910.09	1
2216.71	4910.22	1
2166.56	4910.35	1
2116.41	4910.48	1
2066.26	4910.61	1
2016.11	4910.74	1
1965.96	4910.87	1
1918.77	4913.96	1
1918.72	4964.11	1
1918.66	5014.26	1
1918.61	5064.41	1
1918.55	5114.56	1
1918.5	5164.72	1
1918.44	5214.87	1
1918.39	5265.02	1
1918.33	5315.17	1
1918.27	5365.32	1
1918.22	5415.47	1
1918.16	5465.62	1
1918.11	5515.77	1
1918.05	5565.92	1
1918	5616.08	1
1917.94	5666.23	1
1917.89	5716.38	1
1917.83	5766.53	1
1917.77	5816.68	1
1917.72	5866.83	1
1917.66	5916.98	1
1917.61	5967.13	1
1917.55	6017.29	1
1917.5	6067.44	1
1917.44	6117.59	1
1917.39	6167.74	1
1917.33	6217.89	1
1917.28	6268.04	1
1917.22	6318.19	1
1917.16	6368.34	1
1917.11	6418.49	1
1917.05	6468.65	1
1917	6518.8	1
1916.94	6568.95	1
1916.89	6619.1	1
1916.83	6669.25	1
1916.78	6719.4	1
1916.72	6769.55	1
1916.66	6819.7	1
1916.61	6869.86	1
1916.55	6920.01	1
1916.5	6970.16	1
1916.44	7020.31	1
1916.39	7070.46	1
1916.33	7120.61	1
1916.28	7170.76	1
1916.22	7220.91	1
1916.17	7271.06	1
1916.11	7321.22	1
1916.05	7371.37	1
1916	7421.52	1
1915.94	7471.67	1
1915.89	7521.82	1
1915.83	7571.97	1
1915.78	7622.12	1
1915.72	7672.27	1
1915.67	7722.43	1
1915.61	7772.58	1
1915.55	7822.73	1
1915.5	7872.88	1
1915.44	7923.03	1
1915.39	7973.18	1
1915.33	8023.33	1
1915.28	8073.48	1
1915.22	8123.63	1
1915.17	8173.79	1
1915.11	8223.94	1
1915.06	8274.09	1
1915	8324.24	1
1914.94	8374.39	1
1914.89	8424.54	1
1914.83	8474.69	1
1914.78	8524.84	1
1914.72	8575	1
